userID,bookID,prediction
u17832892,b51986055
u58689829,b94825634
u95711768,b28801125
u87937867,b83328677
u34871763,b41508817
u99493936,b68456479
u59119929,b47152281
u83651058,b51332181
u40026320,b42125449
u85597133,b12526023
u65236118,b55504448
u95657157,b89863217
u68661119,b00653768
u77437293,b22050161
u01012215,b52503900
u48368145,b35765595
u60161125,b18610759
u74364850,b93241768
u29333120,b01792617
u12859038,b89786084
u28722937,b33110278
u52584486,b75901207
u56192129,b68297715
u96968119,b36153689
u12606056,b47303902
u93557879,b21674268
u35188892,b18056133
u73918902,b98256804
u93218611,b19687370
u20142543,b66015940
u94637255,b28190473
u88060621,b78275112
u09365901,b75611519
u49824878,b88947899
u58289231,b64424298
u89607830,b05487017
u66050511,b42283267
u75560984,b77690662
u00608846,b31362596
u68343570,b69989437
u93232346,b02603859
u59985966,b31687952
u84087070,b45704835
u83787062,b64731092
u14254400,b19555371
u86418166,b00943731
u24566678,b66664015
u91291569,b89814376
u33376497,b32288653
u43780528,b42439444
u59164680,b26809819
u39812404,b91385546
u56433236,b86889066
u78853481,b38122928
u37406880,b07812624
u57611935,b21557753
u17253366,b09419504
u49019615,b14848528
u44121725,b46704985
u89032257,b33470089
u27489398,b57429125
u13335616,b82148195
u94013294,b19822827
u60049334,b69761665
u01018072,b62470547
u59838405,b75737071
u37439693,b56740013
u76064869,b11179371
u06731151,b42283267
u16453914,b52842739
u86372528,b89765180
u45458094,b06642675
u25278850,b45954724
u42463198,b64858692
u96906249,b71020602
u58044162,b97730029
u42036634,b22879567
u17400110,b01645723
u61605977,b40598851
u08061919,b07812624
u93464810,b18378777
u55489391,b78275112
u93388862,b38423888
u73947280,b27545570
u96935988,b89324149
u71234418,b60484296
u63798214,b98844131
u49695098,b66705307
u19877516,b46271044
u77526549,b89251739
u73245354,b91229724
u18677285,b55180043
u09343094,b93997659
u00674852,b89248994
u69827807,b73802747
u14582741,b53876123
u42718165,b45742756
u18486543,b40715352
u56477144,b17604493
u85201394,b79994865
u59838405,b08319340
u61603293,b29802159
u57507741,b60149039
u26758830,b40550660
u09351063,b33470089
u38565546,b11179371
u21332587,b66664015
u53135701,b61797502
u22858711,b59818681
u63083777,b50453414
u61645156,b37657413
u23353435,b47772980
u68215196,b48968957
u10368667,b61973226
u00602422,b76040943
u89496792,b74821603
u99065128,b79928088
u56816291,b14888446
u25384225,b41451971
u74269567,b82853645
u41793451,b58607054
u08283346,b54842512
u69842138,b41726148
u36045689,b09049778
u53931856,b73939527
u13930662,b64124445
u60559881,b33276088
u15540717,b64609180
u39674102,b27644577
u49100654,b31687952
u22960284,b17618752
u93085815,b08166228
u03789710,b23493033
u94468127,b09050359
u31352533,b17718695
u15038484,b37351373
u95113736,b33989802
u20477370,b70319465
u44519325,b09365531
u94054925,b57528832
u36184855,b45675681
u80786591,b81438943
u14615333,b88947899
u28811165,b49553867
u09154069,b65667329
u42257944,b13298774
u94953789,b84661358
u40734619,b82838854
u86979424,b35526856
u91486437,b15460735
u05509310,b57608002
u31435767,b74511960
u39578061,b67873731
u64250012,b35020640
u67480372,b03135617
u28965926,b37351373
u24883700,b65701444
u18701258,b34681163
u64655191,b17250872
u19742889,b38905954
u03503049,b14632405
u95332391,b84319928
u47762513,b60484296
u47614197,b97770488
u28075346,b14632405
u25179928,b92563633
u69345352,b86376623
u81860456,b13254837
u88453886,b68725737
u07721397,b19822827
u40287642,b79928088
u86675497,b41566519
u96635387,b88136526
u95791329,b04161893
u79260852,b19203225
u36007294,b24319159
u80252285,b69684851
u82625048,b56779366
u05419797,b93186213
u90569458,b11734216
u82853057,b48544437
u77981905,b88182084
u15922581,b88487078
u71934069,b32476884
u57013650,b47707851
u65972086,b97743780
u79706959,b41341679
u94698458,b95021405
u03819057,b72027832
u27411614,b17683710
u03165092,b16597234
u12711223,b96921455
u87891022,b51365796
u31383198,b92598217
u61534589,b37068431
u97222273,b15564676
u24366288,b74929101
u76860820,b84098191
u90188383,b88978481
u67285079,b98155674
u48462933,b11179371
u20775179,b38383821
u13445906,b32140949
u11581742,b08473327
u07724828,b57528832
u22746823,b81310554
u38198183,b29452426
u04164137,b12962230
u05502569,b11338586
u86857833,b62670070
u02678459,b63488553
u12579043,b09150505
u19587941,b79815294
u33613956,b88978481
u60147278,b31362596
u91918210,b76040943
u50566922,b65411088
u00680825,b78234515
u46410733,b54597883
u30759279,b06167371
u49382438,b75866249
u83116410,b10335589
u34548082,b26924525
u84552452,b54369491
u08305368,b67967555
u19552351,b42349213
u33120659,b32727723
u13719182,b19867465
u44457694,b54791634
u17483377,b81672135
u45674208,b71794852
u92249823,b04663186
u93594365,b33883603
u10870971,b63880346
u62989688,b90171057
u23129686,b66018154
u66860171,b52648851
u85401916,b53255527
u10665625,b10229286
u44639204,b15847411
u59710887,b80203303
u05281300,b79116544
u54365851,b26385014
u71447250,b27125652
u80873246,b17369030
u83396764,b98844131
u75415393,b38337565
u78226466,b42112857
u66092830,b16412910
u68153200,b77508650
u37049827,b52485134
u81642546,b28745856
u94719032,b64124445
u95254015,b11338586
u41694816,b72782535
u28162759,b26138336
u85047258,b95816463
u67805239,b54369491
u59864954,b47764774
u94692092,b84462089
u92131415,b31687952
u39265208,b98844131
u88793627,b15860915
u74345562,b03671144
u31712655,b30307775
u39552556,b30321639
u28566111,b38423888
u30355312,b55186557
u58725964,b36185570
u70658779,b75979651
u19577049,b63721105
u42170039,b31215424
u27587066,b41550515
u82352963,b31988440
u18608818,b17618752
u94155285,b05376454
u87998402,b37122469
u46945108,b46704985
u40921921,b73146684
u42489290,b03516455
u92295412,b78990759
u14974865,b27702770
u17885844,b70783140
u88096373,b69681768
u38032677,b37073691
u20436075,b14700744
u31315391,b17187529
u77739311,b15642417
u93701587,b77680859
u77384847,b01370236
u45055421,b09365531
u16562754,b26138336
u57823181,b54446861
u13050965,b54878424
u96848320,b82301487
u71712282,b66416013
u44375150,b42903412
u45094749,b88182084
u75358553,b14304119
u39830749,b37657413
u60488908,b60423207
u20016139,b44499252
u73528797,b01136753
u80899382,b43943356
u71603947,b18610759
u67564656,b33699537
u84571450,b38122928
u99072303,b88317943
u74384422,b26246971
u58713646,b98954571
u02898712,b58973293
u27912098,b16231894
u11581742,b46024181
u68392251,b75817040
u65751729,b88953396
u75374846,b57283428
u18222417,b31687952
u76876687,b00793465
u85541628,b28801125
u26911182,b29802159
u10328501,b54627716
u67526412,b70930132
u83925591,b75215350
u68062189,b93418350
u69788525,b00524153
u61143829,b94989213
u23724109,b50443121
u74384422,b53545849
u14443343,b45651575
u03354731,b82853645
u92624969,b37657413
u55702325,b19733783
u47606079,b34964632
u59612807,b27563355
u19308296,b36231626
u23353435,b40128170
u76759283,b69989437
u61441990,b09123950
u65301210,b30494145
u27489398,b10136233
u06773982,b05332134
u82540742,b15439387
u40481233,b41525636
u11911630,b77675822
u62695354,b44944170
u88849216,b98654472
u27545987,b34681163
u73363481,b09399885
u71912763,b68009767
u90105683,b43113749
u80670774,b64242065
u17612002,b80945486
u20571753,b62282738
u23631579,b43914262
u56004011,b93241768
u04453517,b44887521
u80517813,b43699450
u93459297,b07812624
u48060265,b81401127
u84059767,b78768152
u68782599,b46923281
u24176281,b65332935
u24486152,b90457746
u90624462,b10017690
u88017117,b28190473
u12283362,b73712332
u59126904,b93997659
u40593388,b09101227
u06290847,b29738200
u38102191,b71294015
u96853937,b94020277
u42692606,b63791555
u27251305,b14632405
u59777569,b75852622
u02351030,b03837849
u72667370,b36914684
u91614054,b88978481
u28052333,b45373576
u36749601,b26385014
u98749038,b14115711
u98994100,b59304782
u11882489,b29422431
u95608135,b79253970
u49468556,b65933939
u30625099,b42911455
u62950805,b57648353
u31125090,b67030393
u79205082,b14632405
u99370997,b00589069
u46939494,b15038153
u23718254,b61652439
u95235900,b20830788
u86399926,b23760358
u03211838,b53220424
u47101856,b89449410
u05714050,b02624512
u37829032,b73733655
u25952793,b31362596
u17844283,b44583163
u21909758,b41715593
u46482370,b20537286
u41109369,b79815294
u69667817,b97528491
u27482571,b85903526
u07344743,b09419504
u71038531,b95816463
u78094006,b29576446
u13420738,b87709656
u25703835,b78457511
u12558328,b04374540
u24724060,b96783065
u84050864,b35873913
u09134281,b22338698
u15854656,b93997659
u25413424,b60373143
u82754354,b51332181
u66916471,b42027204
u56722389,b19822827
u67480372,b39325908
u66513427,b15682357
u40698612,b82148195
u13076721,b23985802
u72345879,b01428640
u71534659,b45594562
u40298447,b82682340
u68799067,b14013622
u64919672,b15642417
u07157628,b09589765
u64719754,b34740941
u55660385,b33845037
u04187143,b19867465
u81584177,b61372131
u03115251,b37466269
u84104407,b56466462
u39949949,b95785803
u47390798,b82301487
u84633050,b98106048
u08181581,b93475213
u16327776,b09393084
u74797687,b55439788
u54031308,b34742848
u51038101,b65629315
u21083857,b46025192
u08493085,b40151793
u50846401,b05376454
u87552319,b96921455
u50501650,b52648851
u32468681,b38447018
u25992469,b52842739
u65807817,b12526023
u44241000,b26385014
u44521747,b52339175
u65135412,b13094463
u56842173,b25678098
u80258037,b04797457
u71133221,b29520915
u35212535,b82713614
u21820241,b72243003
u05129439,b41715593
u44298708,b17115009
u35385075,b70680443
u15210784,b17482278
u90971268,b88182084
u08899840,b89572033
u09030946,b79601676
u78191596,b30815378
u50341443,b96783065
u32899628,b79975924
u09163941,b70930132
u38037570,b36185570
u60577436,b08004121
u79896374,b48801576
u77094188,b51485694
u65010306,b59349150
u41146054,b67584295
u11116833,b46652937
u49499105,b67967555
u47397199,b42373487
u68888758,b20066723
u61495778,b21674268
u11882489,b73807294
u65686655,b78614468
u01662164,b51485694
u61896213,b98115511
u13400944,b48931794
u61667590,b08122618
u24840654,b44745371
u37543669,b44711938
u59838345,b78457511
u80713921,b39065480
u44519787,b95835140
u45503845,b19867465
u15294658,b44595908
u03891211,b06949973
u48485181,b35202318
u45298367,b69852022
u02250001,b71069695
u39054857,b07278059
u14474538,b60373143
u25278850,b85901970
u09297553,b52467549
u78550924,b64055778
u92487793,b70912031
u93029646,b42977080
u63958609,b80754789
u52977248,b42590814
u42941492,b27096444
u99891147,b75871556
u44945147,b31475886
u45697256,b80754115
u05894104,b02766522
u49729340,b04529407
u73765947,b52217488
u35473269,b99145398
u35402676,b67550881
u75817470,b34984766
u32616845,b12526023
u47311833,b22338698
u81733782,b91216157
u43775713,b45359881
u54988183,b00278122
u17361499,b24644027
u59385653,b23238133
u12377521,b62349347
u88401341,b91417770
u53172662,b80754789
u42532766,b14990943
u92866633,b60770713
u72509863,b67877559
u80414310,b89513984
u40924480,b06331111
u65018233,b59555104
u64879580,b02688310
u39733358,b37291845
u58074057,b36231626
u57931849,b34734220
u47937032,b96764489
u28683954,b33153583
u98040382,b22430494
u83248010,b52842739
u13342804,b31988440
u36993225,b29998162
u38551680,b31988440
u30188659,b09049778
u19353171,b90840036
u86603284,b60324633
u37744053,b79975924
u90678176,b20877763
u68913248,b06167371
u01273388,b19483433
u19080594,b12526023
u06905806,b16024414
u05744674,b35307029
u69934107,b34149514
u91347539,b62975669
u84733572,b34532370
u01448631,b59575409
u33954973,b59032154
u94677784,b30307775
u84316228,b63303984
u96466312,b71663032
u06077031,b83458137
u47945386,b28801125
u36096478,b77201589
u15115958,b93625021
u18178666,b53396891
u86173342,b71663032
u55878619,b21861372
u24987588,b61743606
u33907495,b37068431
u15220575,b08004121
u64185289,b39605350
u18398508,b32974421
u61767643,b52648851
u80712308,b17882892
u87165718,b08916036
u41989403,b31362596
u55246006,b76040943
u94448754,b31671086
u31885448,b11734216
u22118071,b89365082
u32450991,b19867465
u75035764,b78275112
u82753211,b36299646
u11813122,b52485134
u46252485,b16955253
u21229773,b93745301
u13360372,b79928088
u72948092,b09419504
u45361269,b71069695
u45492252,b87138227
u99844571,b46006537
u57767740,b85321421
u75504370,b08330741
u62953833,b38877642
u72939062,b14632405
u67916975,b74167560
u38037570,b41402498
u87898897,b13777136
u21077899,b64898087
u77796335,b66908318
u64899424,b82757636
u47828412,b65816300
u93778297,b46584434
u82483487,b54781444
u11099702,b37657413
u83053306,b92928728
u31310480,b46219415
u09368176,b55135376
u24133329,b20287395
u19912887,b12526023
u39147305,b67584295
u66968948,b64138226
u18692953,b17187529
u23410350,b86376623
u96328255,b59845564
u30259889,b69647795
u89131359,b35185805
u71137006,b95816463
u61511488,b55152063
u67359517,b22879567
u30379737,b17741315
u90180055,b07378867
u93362544,b12526023
u38349060,b31362596
u88404428,b76040943
u66555010,b94931388
u78269892,b79994865
u47863431,b26138336
u33767076,b75920771
u97211029,b00524816
u63715088,b12920844
u36142325,b17718695
u48048612,b40825074
u85150077,b05853556
u85894700,b70930132
u58009017,b34105659
u64525333,b08545824
u61231592,b42027204
u43059668,b35866819
u80980679,b36431467
u34719751,b83966849
u44155125,b33091876
u38469672,b22785797
u85919421,b79409477
u58838965,b73409233
u74911236,b35765595
u37089385,b40128170
u96034485,b60484296
u65878317,b63246630
u72925507,b41355300
u93294815,b89115141
u30681822,b62223240
u27622334,b98552397
u47795535,b20877763
u70549733,b96064020
u61787064,b13716034
u93354113,b27096444
u19359999,b15682357
u88737197,b47025306
u79447669,b75852622
u28857851,b50274772
u17030691,b37363405
u45274400,b79928088
u00520823,b20928296
u76037320,b79601676
u32863964,b63603925
u39178567,b08361489
u31214827,b92457365
u18340817,b31687952
u92823987,b98630806
u40152352,b35328167
u83580686,b32288653
u69349148,b34964632
u57537695,b92631370
u01451218,b02766522
u27291457,b13798173
u44235591,b70319465
u14157443,b20877763
u17237770,b29738200
u06836711,b78156277
u95703598,b13368019
u86453416,b95785803
u73638441,b63671773
u85378616,b87328001
u49993228,b73131708
u26911182,b27271886
u93756125,b85321421
u88632301,b52455485
u19831040,b19830299
u02062618,b17604493
u05369137,b07327816
u54628002,b05271936
u86383480,b72005521
u43655900,b86480331
u49069811,b35526856
u17320859,b57316882
u52919349,b76971280
u06119316,b22987468
u87585758,b65915835
u85290789,b09452008
u33497832,b48421113
u60082410,b99629573
u72745395,b08180481
u62878753,b29576446
u18204198,b19822827
u21813613,b02840016
u15669862,b07811476
u94928958,b97302773
u12606056,b66664015
u51050734,b98676746
u39079795,b73703618
u07532047,b23760358
u37200174,b57283428
u72161401,b60479803
u26474410,b08180481
u65964172,b57528832
u17300099,b41399471
u75635802,b09589765
u30888201,b42232720
u87385721,b93997659
u84012356,b06439034
u80899382,b12962230
u85279952,b22785797
u45796950,b39664275
u17688338,b38944714
u36554038,b03671144
u35134876,b19909879
u22666459,b35307029
u41162010,b58177693
u71819251,b25020940
u35104737,b04820955
u76181448,b66664015
u66823672,b76040943
u14788793,b49553867
u27304578,b69989437
u95045355,b96067067
u55018841,b57283428
u53896424,b79686261
u58257032,b97659010
u67250327,b96067067
u01266603,b23089015
u07823177,b57528832
u94996121,b13483523
u40395059,b22409558
u50647825,b66664015
u26538583,b96064020
u71672017,b10940603
u69999754,b34348391
u38923892,b08777701
u22148159,b66908318
u24176281,b36503628
u92183965,b02328220
u03963023,b39837030
u25578359,b44270946
u09351063,b45441357
u91609906,b15664991
u39753021,b00793888
u04155815,b26940296
u99370625,b14448675
u95155934,b94989213
u78074738,b79896536
u74683862,b80730701
u05910977,b40151793
u80899382,b41516337
u23359243,b08004121
u42713262,b48335940
u42677320,b69989437
u01677781,b87068336
u79211066,b23457095
u36389014,b19516972
u67856875,b26385014
u84521511,b24500781
u80367015,b77136574
u02549216,b97302773
u07675985,b42065988
u95089834,b55152063
u47294288,b82757636
u24380089,b56482176
u41311870,b76040943
u58021088,b18056133
u11355295,b33699537
u36261891,b69314705
u52252935,b05381215
u44411451,b24264133
u66108479,b91130757
u20571753,b03047230
u61563076,b18610759
u85466643,b80531041
u44701163,b22657792
u86586216,b71271368
u80905897,b15268547
u97897862,b19867465
u33415158,b68150984
u82690658,b69294942
u78204554,b62853608
u12216460,b15764467
u04162864,b41331137
u48570578,b20790379
u83831451,b98196499
u02541401,b11516322
u15851410,b26138336
u12513149,b22475341
u64806975,b56362706
u07787942,b05231805
u72272944,b54860296
u24000217,b38214177
u01276595,b78275112
u39174849,b05154189
u16359454,b15264750
u37049827,b29998162
u62288777,b60031658
u41331960,b70664431
u96523087,b98581094
u11433263,b17369030
u50475188,b78990759
u72725318,b64898087
u54133671,b68325129
u65299580,b68713172
u60382907,b91130757
u34165507,b23760358
u29432487,b86815198
u00187613,b42977080
u05983142,b74484819
u95399909,b93695514
u63136306,b66664015
u46480228,b49170199
u84707130,b30107248
u38116243,b41711062
u89115012,b18378777
u11232249,b89040055
u03865460,b07378867
u43353665,b04493477
u75369963,b75511430
u14329214,b71294015
u48364396,b79124168
u74801140,b26688492
u97892320,b60500282
u93387401,b03946791
u31203625,b88947899
u05346583,b67165478
u34815980,b02061575
u78226466,b19822827
u24926990,b29576446
u86984744,b07586151
u49223520,b30331659
u55116037,b29576446
u86590253,b51986055
u90362066,b93475213
u08813961,b67584295
u33278628,b78275112
u15349638,b08157430
u41722913,b81268070
u39576547,b02984754
u61394609,b04669122
u13894065,b38122928
u94895228,b26940296
u27407499,b82785620
u81295482,b07278059
u83106562,b11689530
u10814679,b37848013
u52728007,b79975924
u99791247,b22475341
u02697725,b65216323
u70320313,b50881390
u96655558,b13298774
u67019885,b36312601
u41651084,b93418350
u10219218,b31891913
u32590962,b16720980
u87640306,b48968957
u55465840,b76329691
u14300648,b97743780
u82810482,b52217488
u04140938,b77136574
u92243879,b80596244
u05271717,b71090799
u49746729,b84319928
u53743855,b60484296
u04783492,b88733051
u01465724,b47074257
u21813168,b06036306
u43287150,b39501581
u96781147,b80506673
u75289760,b71255744
u64140187,b24753073
u68241439,b31176307
u83149833,b45609938
u38010442,b45502382
u00942320,b34755064
u07717247,b07161961
u68803386,b83439687
u74364434,b44393400
u68531721,b28213232
u74222360,b23457095
u06370203,b75189008
u94698458,b86785429
u44271219,b62003276
u85601284,b33470089
u85107602,b51986055
u52581825,b78275112
u55955380,b52227953
u54913471,b46888254
u73299189,b69822524
u10178570,b12821868
u43033428,b17326654
u35146256,b62791186
u88190746,b51332181
u87402876,b63603925
u02791388,b96067067
u62676865,b51286612
u55971559,b23369233
u72950619,b77675822
u86571880,b72512930
u66102030,b45954724
u60533410,b18469261
u72521868,b31362596
u11538951,b15439387
u31661970,b23457095
u31229868,b11151904
u54981120,b35202318
u74765283,b70912031
u47471483,b44991539
u13824774,b83075214
u73525646,b08302230
u96757811,b67030393
u89814562,b53423202
u22162560,b21557753
u63231427,b23086534
u08178266,b74511960
u10029113,b08180481
u94597305,b75852622
u87898897,b15595003
u85626045,b70014102
u07356813,b65442043
u78233419,b61969759
u00609107,b00722811
u39798574,b96335505
u54724496,b79253970
u51757424,b21345256
u73929420,b78425493
u63504207,b83689008
u03226560,b06167371
u90084285,b22727265
u10345168,b52485134
u29391626,b70014102
u38389437,b20755858
u19409927,b13298774
u68807312,b95000069
u12178076,b63603925
u06657026,b05376600
u45344999,b68325129
u04234818,b68461819
u76471292,b08349503
u42898236,b00793888
u51015408,b66416782
u11770031,b18591671
u13095872,b54781444
u53968656,b08135061
u22608086,b51986055
u98517780,b41671266
u57222077,b93745301
u14974953,b62181786
u32091922,b88172809
u01500089,b55916323
u86181148,b68588879
u13082043,b73131708
u87008154,b41451971
u26237225,b14632405
u91230975,b08777170
u43603590,b14632405
u37462952,b52026046
u47068307,b24620866
u91631824,b59575409
u12899576,b00192663
u80395931,b31362596
u10932336,b66908318
u65945202,b64898087
u77593706,b95371334
u28894790,b07142228
u42146169,b79253970
u12749705,b60470430
u29854347,b91302109
u92122329,b41566519
u24778437,b08116189
u40754742,b39903678
u44986397,b18562445
u00089202,b42590814
u91856172,b29576446
u59113286,b20547482
u16327776,b00242900
u27170688,b65216323
u96746007,b74821603
u83260415,b39941849
u28530884,b36688616
u58705457,b97218983
u77244604,b09589765
u95617982,b15574895
u49757163,b31283678
u95312005,b60484296
u31596642,b78008834
u30941279,b30307775
u65880474,b26138336
u09343094,b68095955
u42718900,b80631188
u71501754,b54878424
u90784225,b65667329
u83157707,b78457511
u21045721,b88740280
u28385354,b44849506
u33666895,b93997659
u27693579,b35526856
u56459100,b86033855
u98856815,b42977080
u92924449,b39837030
u57990665,b41681847
u42528630,b78275112
u43465165,b99057972
u38239198,b81125080
u67687517,b40737971
u54886144,b78008834
u35076434,b79143534
u88492985,b04669122
u45990381,b74432268
u16348497,b38594218
u90925303,b76455791
u51831329,b36701991
u30134287,b77012397
u12323854,b65433694
u19826054,b68333766
u27698356,b55690375
u23588312,b26897614
u32863415,b99155596
u72382987,b29802159
u84440964,b00278122
u80594626,b47581912
u49729015,b10229286
u80351548,b59575409
u11794141,b10136233
u64920375,b08349503
u01465724,b63702370
u74711059,b86376623
u80825229,b98034668
u99389904,b14209714
u03028746,b54597883
u78381936,b52736396
u95645990,b59192498
u82928246,b76818058
u33271431,b62853608
u95283312,b33653482
u01228449,b26940296
u49726134,b14160521
u28230230,b69989437
u99072303,b88136526
u80733525,b80160832
u23435310,b50384790
u31433567,b34755064
u72386824,b29520915
u68782599,b46888254
u39373932,b77201589
u72263727,b98919800
u27866473,b01645723
u23549440,b33796246
u93459297,b54729838
u40392321,b76040943
u58130168,b28293389
u56462594,b62292824
u98788536,b89502935
u12883963,b75706553
u84473749,b82150877
u56310054,b44745371
u95729648,b95511741
u67251957,b21249236
u31487802,b71325140
u45934079,b41341679
u99389904,b08910064
u36072679,b60613242
u48712274,b26847239
u52176178,b60613242
u79533904,b31687952
u77195309,b08349503
u88119621,b63671773
u28815482,b54771564
u80395525,b91644790
u90145590,b69647795
u94920044,b74189476
u54766708,b83644107
u02463087,b51986055
u94122926,b84537834
u63407690,b67165478
u35976821,b23377556
u13314718,b66908318
u31761191,b50453414
u59949303,b80968466
u05216971,b29802159
u16800387,b99145398
u32813115,b13696850
u18256938,b59164750
u39500890,b69089192
u75834612,b08753466
u50882540,b06167371
u06576134,b93745301
u09253072,b15460735
u75248127,b91758795
u97308548,b38399229
u14423748,b19867465
u28967410,b80952577
u30283538,b67584295
u15974149,b35611681
u16517340,b56679875
u55161013,b41094724
u11067741,b13163359
u36159470,b52736396
u36388384,b84770798
u13200628,b32727723
u47906475,b18056133
u76535077,b37068431
u59864954,b24054097
u34933245,b19814553
u65668985,b43722165
u60967911,b29316857
u51172904,b40598851
u05157449,b27702770
u92600262,b98335764
u18364153,b66416013
u00268642,b70026837
u47409526,b71271368
u90654563,b62282738
u11874675,b42977080
u56782053,b70664431
u81564419,b63880346
u32859467,b47462205
u47623118,b88531403
u65292900,b42977080
u20406538,b98220261
u74850751,b54369491
u94368913,b72717928
u27722916,b25485861
u27851097,b26924525
u81563683,b50384790
u32859467,b72304066
u05039268,b05643903
u31819624,b81894885
u10905348,b49553867
u86308891,b66373100
u48710861,b33391853
u64848102,b60423207
u42229875,b30188578
u45451877,b33653482
u92212199,b96783065
u20661599,b21458320
u36075241,b82924906
u77345583,b35750024
u13452665,b11338586
u37146560,b43856030
u29193562,b79928088
u35441885,b24058570
u20171277,b14602134
u34008350,b39837030
u60604937,b06167371
u94685335,b40809211
u72153092,b88947899
u83162402,b55694594
u24906290,b41566519
u04647337,b36688616
u63686868,b57560785
u36804931,b14632405
u36253444,b36742728
u26280113,b88562055
u22040768,b86481101
u54415687,b70912031
u10186706,b26937304
u55438986,b36030424
u48368857,b70664431
u53517112,b76470121
u89999370,b58139174
u92418281,b69110543
u89776444,b48076498
u83916752,b09123950
u90912294,b87612334
u97791330,b00682250
u70816650,b04222499
u36850316,b10567312
u53274598,b16001033
u93310747,b29802159
u64668970,b35620613
u42185739,b40825074
u45642446,b91803785
u50067861,b13168701
u89722702,b46006537
u33940670,b94931388
u20558426,b78275112
u96063214,b74511960
u45384323,b63603925
u29452212,b83048635
u24364162,b67351913
u49042679,b59126161
u01510400,b11734216
u72002179,b89115141
u93824571,b77628606
u64418709,b62396194
u72944496,b62325202
u44231126,b52842739
u46429470,b22242111
u65526477,b98844131
u49704095,b68095123
u22332122,b23760358
u68914359,b04820955
u24357683,b25811713
u64722224,b07278059
u23886510,b90354954
u82532497,b37657413
u11092792,b19483433
u25214996,b07278059
u14366179,b30188578
u38198183,b84502187
u65778808,b07925447
u14561689,b93745301
u49682699,b18056133
u41578414,b08824716
u86743603,b16792882
u28019541,b89449410
u64075204,b74720509
u89616697,b74821603
u28871970,b18610759
u89229950,b04222499
u26949491,b23457095
u40051347,b02061575
u78079158,b73131708
u12522342,b92457365
u38749133,b36724483
u84150076,b32051554
u75047836,b40461164
u21110986,b54721829
u42767664,b36810424
u53516084,b05994307
u11218299,b23760358
u19359999,b29451564
u90954930,b19537558
u15728468,b08473327
u93965296,b79098002
u67012124,b30177082
u24514790,b86788370
u99844571,b74929101
u83620922,b76040943
u41018417,b06439034
u22082696,b20480775
u49011838,b34348391
u05053280,b61372131
u72524935,b18056133
u61657634,b70680443
u01215804,b69217848
u46353403,b19830299
u91091073,b66908318
u94076461,b47027276
u58798079,b23711476
u49052155,b12920844
u93029873,b32304104
u93634803,b62853608
u33795061,b84239754
u68918240,b38122928
u08963969,b32735719
u88855120,b90639021
u80545919,b28530903
u13174235,b18610759
u05426031,b62008180
u12699035,b43020589
u07065718,b90840036
u35701429,b05154189
u33541460,b67835665
u93082778,b17525719
u66649804,b36766414
u52142148,b85321421
u74156215,b26354292
u55246006,b70930132
u64250012,b11760574
u39328336,b25342608
u08711981,b66678855
u15439346,b17367693
u43658390,b35020640
u63535210,b57704283
u24651790,b39989034
u83824062,b40128170
u89371570,b23760358
u95309858,b83644107
u73528797,b91418854
u88160149,b63894107
u94597305,b52892780
u23486500,b41451971
u94010999,b43423374
u70093844,b60484296
u33756658,b39081955
u01312674,b90720703
u69788525,b93418350
u02595131,b61372131
u20705504,b93475213
u95645990,b84770627
u66422273,b68009767
u24039586,b84394767
u95352714,b72600058
u78208769,b71642432
u47439388,b13716034
u08003077,b86574556
u84830545,b03946791
u13318779,b00682250
u57647098,b14851058
u89804464,b80294058
u93768630,b80102793
u03182407,b11028012
u60509224,b93043249
u93961145,b51050771
u55229187,b41242113
u19587941,b26635003
u22057983,b78407229
u04162144,b80719023
u69345352,b14476018
u03963023,b60107102
u12754251,b74511960
u07046778,b00524153
u82636648,b82203807
u71504121,b79975924
u94253888,b15936866
u86485225,b19822827
u92127840,b12120726
u97291734,b40598851
u93657105,b19822827
u33529038,b07327816
u22046987,b52438974
u14555588,b80070869
u67155583,b93711721
u43723408,b39216951
u05187443,b40650642
u94201910,b47074257
u42177790,b38730188
u12508559,b89141222
u99033847,b81940295
u37566265,b88182084
u77626932,b21398815
u53046585,b52929604
u82114895,b78359727
u24499403,b55852933
u56942139,b68605354
u65153115,b40128170
u45977223,b49740475
u66970209,b54235467
u84678740,b04797457
u78330064,b09049778
u75369963,b13305550
u79620013,b81900502
u68344451,b47831110
u80751457,b99196780
u48515668,b29921261
u79471930,b95056678
u93921587,b29505914
u24275043,b61973226
u08088480,b80730701
u85290789,b12501556
u15542242,b60484296
u38186388,b39065480
u25549601,b28651364
u19559277,b23267382
u94254017,b31988440
u71501754,b78275112
u96328929,b03946791
u29129705,b37068431
u54674120,b36754274
u93510082,b82237545
u04116236,b11048241
u84957700,b28334886
u41963934,b46584434
u65080619,b97730029
u79184117,b68763841
u10870922,b55084829
u52478134,b89765180
u24372896,b03280239
u71133221,b26937304
u48935650,b76329691
u34354995,b22786588
u91082942,b64843954
u19078435,b05473357
u56390283,b20048021
u76753582,b11338586
u08129037,b11686068
u02604082,b49708294
u18185102,b62670070
u40372703,b95816463
u37642082,b98034668
u78358083,b94660986
u73004766,b44240900
u01341479,b08545824
u30958816,b25479999
u51471145,b25020940
u10650650,b18610759
u20138498,b01335249
u94055084,b20144597
u12558328,b45704835
u14321575,b92959743
u31771696,b18378777
