userID,bookID,prediction
u37758667,b99713185
u21046951,b91644790
u81543765,b75901207
u66310181,b40650642
u62111319,b07812624
u58136896,b67894914
u21634319,b03747524
u93457087,b44404562
u62490283,b14241246
u61394609,b64424298
u53628548,b45797836
u55886139,b97371893
u58258929,b63671773
u04718192,b64726611
u39455611,b52227953
u98639066,b96145635
u46357694,b58973293
u08169589,b86760308
u49927255,b95056534
u44106910,b19867465
u96640895,b10032964
u56632650,b82315124
u25766361,b53943687
u36529863,b60173142
u77146748,b82742560
u40689707,b69989437
u68693138,b17187529
u08005445,b42227543
u98118118,b76219626
u08813961,b31940706
u13929782,b12315103
u86984744,b00745690
u72533883,b79124168
u05981024,b71742042
u59388495,b96751354
u60239763,b51986055
u52671016,b59463893
u07658565,b56621319
u99553313,b59248773
u12644553,b93256505
u87585758,b68297715
u94849255,b82423762
u65683961,b95816463
u11521428,b14632405
u13555505,b32304104
u18618696,b25097462
u07058216,b21103589
u67750003,b67327791
u42254019,b19369477
u57830157,b66664015
u58869438,b39989034
u46724273,b23760358
u21541378,b74961301
u19537802,b31687952
u18086641,b67150201
u47150632,b35898594
u30338116,b74275791
u83053306,b31582404
u47974378,b28615151
u65683961,b79091567
u92569640,b35195484
u02851985,b06131691
u36591221,b38337565
u86018920,b12821868
u20236028,b93748381
u17418998,b57316882
u14333868,b21349423
u40177431,b17618752
u74229537,b54150372
u11036989,b73113066
u65266293,b09979253
u93271013,b29921261
u56884364,b74591012
u34508036,b36224199
u13076721,b43055826
u49352295,b69483649
u93815296,b70940730
u07727286,b39574458
u03625937,b93043249
u81473161,b39664275
u11538951,b03946791
u95547721,b46006537
u10090827,b29316798
u30368658,b40023822
u57283641,b16656208
u09806117,b77173932
u97257468,b00490633
u69973578,b81890359
u52631407,b68936917
u37218951,b22078248
u06089446,b04767223
u66722835,b78483493
u24949491,b07378867
u95883395,b84892512
u88099369,b55619369
u52123040,b29946706
u77504877,b14241246
u38710387,b05051783
u65301210,b44595908
u12319551,b07150752
u16444453,b63014751
u08831911,b79928088
u91795648,b19153924
u30755775,b46139942
u61657634,b15869276
u02249509,b28981063
u23692066,b47712053
u27192610,b00278122
u40866278,b90354954
u59750565,b28207224
u68656405,b56466462
u86852126,b60720104
u74801159,b97815152
u03407874,b46058477
u32817583,b25811713
u89722702,b81401127
u66448126,b89251739
u39421885,b33519885
u41960750,b30048574
u67870252,b80574349
u60133250,b25857180
u09378884,b05289257
u43723408,b28716627
u26494925,b14996107
u03469101,b78768152
u31229868,b19394535
u13040433,b44849506
u68338766,b83072744
u60697621,b32252127
u78951421,b90133329
u28993173,b00793465
u17030691,b86376623
u16739381,b37670761
u06592677,b13830084
u05056324,b70341328
u43421255,b51178409
u92793503,b77136574
u25130436,b22338698
u60906675,b83003028
u83218476,b20094083
u99033847,b76875015
u12815673,b15453587
u77826754,b28651364
u86857833,b58972800
u21181146,b00745690
u17315333,b75162555
u43080490,b37670761
u31998031,b98933284
u64170854,b29921261
u08115239,b11284653
u37431746,b99948252
u38518576,b98545244
u91143691,b93372318
u30456918,b28190473
u30196383,b95345145
u13494007,b42634152
u87797295,b48951781
u30130876,b09589765
u16932109,b81250182
u34310738,b05372439
u45265845,b26937304
u68785769,b58607054
u84948933,b32328827
u12840151,b77130598
u05064432,b04947348
u35395742,b94502424
u10695939,b62325202
u16221946,b87328001
u19766440,b13055413
u30857102,b50384790
u48388976,b17228209
u83981419,b78504447
u22666459,b02534240
u69453224,b06237723
u42377932,b30090936
u47406715,b33110278
u49754877,b03946791
u75806678,b15534810
u94306729,b33432705
u79044566,b57832476
u02068069,b74821603
u38555828,b54791634
u59624503,b05938893
u86180212,b20571829
u40016204,b51839247
u24566323,b69089192
u95030396,b15682357
u51259451,b86740117
u66746892,b79815294
u90430308,b45594562
u87196060,b31988440
u37784439,b65013689
u97099172,b37823595
u42962364,b12800020
u98535966,b29685906
u22132644,b25174154
u86243854,b70930132
u72429607,b73712332
u18356794,b02880533
u43249283,b85232762
u77359351,b93625021
u95122988,b14109776
u15465985,b98519883
u65540073,b92431670
u01276595,b86785429
u72760266,b69294942
u51076087,b73220043
u09329935,b88487078
u91745627,b05938893
u62312137,b51371406
u20023701,b81360774
u07575345,b55372354
u70575233,b02494579
u50818174,b17187529
u49310252,b31177065
u79611929,b09089626
u93457087,b34755064
u72866783,b70912031
u41599472,b22926567
u36890822,b05231805
u32395298,b19169206
u54360171,b13363712
u61645156,b93063051
u46669288,b58947933
u77321296,b77915857
u43175311,b84419405
u08813961,b18392017
u72015549,b59068329
u68511836,b13405388
u80287626,b93494851
u01738849,b15242721
u97279828,b13439479
u84684403,b12962230
u17311254,b29576446
u82848306,b53851951
u89486686,b53813950
u80414310,b73400680
u99117226,b93745301
u28455312,b19139371
u27499092,b50384790
u72853424,b89324149
u98463616,b06256559
u93652638,b62307846
u46534241,b06073707
u35773397,b44628555
u31607907,b06766591
u08169589,b33699537
u03981006,b86843272
u94873183,b27274191
u68409779,b25825652
u26550736,b97133251
u95475784,b87138227
u67675117,b15090850
u32579779,b19830299
u32731150,b12442287
u47906475,b39837030
u92671308,b01484880
u52343913,b70912031
u74930336,b71643966
u67219568,b27822775
u66129815,b06167371
u01150133,b71599980
u97450455,b66587878
u35361860,b36497655
u52583941,b28876163
u28625832,b24777218
u38405252,b33276088
u69400379,b87441235
u72815133,b91793651
u14677684,b08004121
u89806996,b75979651
u85619376,b06167371
u75162684,b49444033
u31153985,b25020940
u28232079,b66416782
u42097019,b56576063
u20535484,b50733255
u81350011,b94563022
u44660670,b38730188
u63549253,b38333313
u70054227,b56105038
u10483576,b07239282
u37849373,b50274772
u78030051,b84395187
u98083882,b80663308
u51867888,b03442686
u75172282,b71109628
u82104078,b10138940
u52994660,b52729261
u96644509,b89076715
u45935397,b81086788
u84087070,b79928088
u79303874,b49756705
u85937787,b79928088
u25753456,b31891913
u45147799,b76573886
u37075094,b80968418
u10542336,b26385014
u36415161,b26385014
u42705789,b12821868
u29955370,b45033558
u08907428,b29288062
u90684099,b93711721
u04515800,b39738718
u15111302,b39810321
u52839618,b95717341
u64451348,b77012397
u94325257,b16571480
u86460238,b84341506
u18498759,b04767223
u65957502,b41094724
u51875060,b95297480
u78165209,b28518292
u48520012,b85138236
u08203964,b76661000
u92274966,b82995920
u10279266,b69780126
u25518886,b29451564
u47614464,b39837030
u08285017,b27210751
u88471008,b18665789
u83551116,b18610759
u45374175,b72813907
u19029292,b69472393
u46956832,b98919800
u49394059,b59126161
u43547543,b60107102
u92218218,b88947899
u68785769,b63603925
u27319897,b53467101
u45317574,b62844688
u26554418,b33798237
u65523196,b08545824
u19436747,b33298668
u34899198,b72359495
u92071605,b34681163
u12633338,b40845464
u40519029,b20344104
u29190811,b08166228
u92595291,b88562055
u28162759,b45072298
u03767981,b90916310
u95659907,b78490470
u60929263,b23482469
u59516417,b82148195
u81433753,b08165372
u97798015,b47540243
u18219714,b14013622
u09247857,b16148471
u48780568,b30331659
u95688596,b51779974
u87735945,b51347961
u30941279,b97821852
u55251187,b91590459
u77593430,b79928088
u61091752,b09049778
u27861207,b15936866
u72811199,b92889205
u21124433,b89141222
u16761364,b26953382
u03028767,b74370199
u04614091,b32177867
u11012080,b81625975
u64075204,b62853608
u66149038,b11422297
u92633571,b20664798
u45977223,b15869276
u91222144,b15245492
u84204790,b99759665
u25394199,b42373487
u25680174,b56679875
u47390798,b20307920
u09479839,b34130268
u19256665,b33298668
u12606056,b05376454
u17149735,b56105038
u04342358,b38337565
u38179383,b12151882
u98188834,b47664198
u92677426,b42348056
u21188040,b40512526
u11567969,b83750707
u74053933,b61082114
u53224373,b49324643
u41779809,b44321948
u15755909,b16553775
u66994786,b52251630
u18955411,b45708783
u09011204,b79082541
u73919371,b08778756
u24818907,b40225936
u52724919,b34652463
u86189619,b06167371
u23435310,b08116189
u77479057,b30945790
u65301210,b92869277
u43743452,b04797457
u90243320,b40598851
u50345207,b01376671
u95596484,b65629315
u66746892,b63189869
u81297527,b87639782
u27087136,b34991814
u72858459,b03996192
u05649152,b09365635
u02388706,b30381917
u35601774,b36431467
u85294245,b86326008
u43274748,b67957413
u67391336,b69764907
u01276595,b43914262
u87291864,b03370511
u19501629,b49553867
u26045192,b11689530
u24212635,b01376671
u23284185,b22450352
u15559133,b93745301
u93387993,b83158521
u73443758,b51986055
u30997419,b72175033
u55709561,b52339175
u88103809,b26246971
u13895467,b25097462
u74711059,b70440869
u40610216,b48504389
u75430415,b74437612
u01265582,b40550660
u81222518,b65606948
u20267640,b80959413
u13665472,b97528491
u40452117,b48335940
u31501341,b44870768
u42789210,b07019352
u81289277,b64584903
u65261372,b17504084
u42705789,b72005521
u72533883,b04084564
u65590032,b86326008
u34688113,b43964712
u57713892,b37268934
u11794141,b19867465
u55519207,b12380973
u73142768,b64282257
u93174649,b96450891
u08455126,b89720882
u90288569,b39989034
u53394930,b53423202
u64299020,b82757636
u76433474,b13247231
u25791938,b29802159
u41120603,b48372189
u71371398,b54043673
u19041329,b47772980
u06089446,b17585340
u63853532,b89141222
u59035846,b14888446
u51686423,b23482469
u24627448,b70319465
u70409576,b39903678
u02600265,b57055850
u19369815,b28742074
u50754602,b07278059
u16162002,b08632997
u01953542,b06439034
u29052853,b34463991
u74314155,b72988737
u43925356,b37477742
u80874682,b40715352
u71071579,b84796699
u26413652,b91758795
u30941279,b75880737
u12347634,b19945697
u43771893,b22400983
u10328501,b65186549
u91590805,b78490470
u97625171,b20790379
u99924548,b52013289
u53737584,b82793590
u97501973,b98660619
u02660403,b20334564
u78475737,b39664275
u38364515,b33979371
u95015390,b84154184
u46918993,b71055662
u21883260,b34953904
u10368667,b45997795
u09984403,b42349213
u49102671,b05154189
u13493186,b15174884
u09558163,b22348421
u97331591,b18457461
u04459213,b73921727
u51259451,b84961403
u35536417,b88263678
u74324910,b42373487
u88632301,b56757068
u34310738,b38237569
u78708171,b64124445
u27930660,b74034107
u85397099,b14109776
u32615868,b85383394
u55917884,b11044739
u67151107,b10260562
u91241544,b41671266
u04622054,b67364282
u63343308,b41047811
u71672269,b52172141
u12216460,b82203807
u68939271,b15466237
u28835177,b87404127
u78566710,b71727488
u47622362,b29208717
u87077011,b06167371
u20151217,b03812811
u84151644,b39605350
u37761260,b11693904
u52653786,b06319328
u07287018,b23378256
u14300648,b56164372
u29860189,b86377281
u55537243,b98844131
u01347251,b15574895
u77575444,b90724246
u05346583,b57470474
u71506103,b23753174
u23395455,b15179636
u45911616,b99419097
u09373929,b29802159
u12572180,b97253350
u66379081,b17618752
u24566323,b44920768
u53021282,b72860992
u49934932,b53074899
u55834809,b34149514
u94274049,b01232926
u14756777,b02700450
u88099369,b50869133
u73153971,b86788370
u42177733,b80122439
u46610042,b42920311
u89144204,b20719123
u52945063,b24644027
u13677665,b26246971
u73710310,b98933284
u54296143,b19822827
u72740956,b81552082
u38777297,b13716034
u03713095,b31988440
u28411476,b02061575
u08092053,b30830987
u83339093,b59428284
u06725277,b93009446
u73894144,b22387987
u48241893,b63602718
u28824467,b84521557
u11067741,b95000069
u35632726,b19455550
u66762742,b61652491
u25437206,b67327791
u99325698,b31727811
u41120603,b20344104
u54021665,b19830299
u09583539,b47078971
u88096373,b14447652
u31931978,b29505914
u79294617,b91964930
u72667370,b27543737
u90040479,b74575407
u90040479,b81253326
u40404105,b26924525
u55971559,b43699450
u16000959,b88941730
u76395642,b36758574
u68676470,b97832030
u59999954,b05289257
u89018385,b71827801
u04699025,b15268547
u76829704,b40962529
u56275488,b35124707
u10681930,b23305099
u24211784,b73131708
u49429812,b98844131
u05379893,b79815294
u60628456,b71878761
u60138529,b57704283
u68212901,b54043673
u43645474,b79253970
u15192312,b42783036
u24247617,b46006537
u38479170,b18273848
u84936304,b41797390
u04032042,b41607302
u00323123,b62617887
u72571330,b84248014
u22758185,b35051646
u09515568,b43826843
u02095605,b14127810
u88326472,b59385016
u37059919,b70027909
u74748528,b46339739
u38382972,b37073691
u32542622,b65728987
u93845045,b26319454
u39455611,b34263050
u47145091,b60829133
u36730665,b74821603
u40906981,b05231805
u19553847,b07788997
u62669458,b86673886
u55917884,b16565793
u89004218,b39916665
u05147385,b19956230
u49441609,b38422937
u47241606,b22475341
u17315333,b39501581
u65969604,b90906476
u96869559,b96764489
u85309039,b67014023
u32954665,b88260095
u19806644,b75852622
u00513324,b40834363
u13019560,b79230811
u24863978,b19822827
u90254377,b76493711
u99843582,b86754529
u71897359,b04792934
u37972319,b52842739
u84016507,b09365531
u37747560,b94465304
u68511836,b38357950
u12562266,b92170216
u32946603,b38828439
u98065054,b62486692
u70317397,b98016485
u89110851,b46064947
u19817928,b99127585
u75501312,b15439387
u42177733,b22439341
u41190300,b54960896
u43993729,b69089192
u90935589,b16263579
u13331251,b86834511
u24858160,b59222589
u44369344,b63721105
u95504556,b21065796
u95475784,b78008834
u88732797,b29422431
u07058216,b69217848
u56381530,b73579159
u19102514,b61372131
u72324363,b02196977
u33896303,b43699450
u88453886,b09365531
u77934442,b80621607
u23832578,b46312782
u79926092,b99073543
u49505493,b49267909
u34367497,b79619043
u57628303,b37073691
u68696501,b00243271
u73886495,b66664015
u75310054,b25667051
u68792180,b06163986
u65276699,b59590704
u42476014,b59960434
u87683811,b26496106
u48935833,b45742756
u51606857,b05705218
u51686423,b89468718
u83321539,b96990898
u72745395,b20200244
u94201910,b66983425
u23039417,b98844131
u58883116,b29641943
u61533552,b96054347
u67722132,b35292855
u82124112,b01544730
u51771282,b11590519
u70301397,b06606591
u94920044,b46139637
u26738721,b93997659
u02991774,b15642417
u23076606,b48084687
u42292933,b47027276
u14973722,b86743825
u61569659,b04710858
u57843861,b54860296
u80875285,b14498784
u94902548,b24221859
u36514096,b87049264
u80595658,b05292828
u80407948,b15574895
u34395037,b81974345
u82455933,b63974771
u55608621,b88947899
u22709549,b86843272
u31814127,b77357094
u27956396,b39657654
u19918832,b62227891
u52483210,b10206556
u61495778,b69241339
u78708171,b38214177
u88324127,b89324149
u68521081,b78359727
u76581684,b38809723
u82698673,b05994307
u15940685,b83214492
u51554338,b85483140
u80122924,b50477077
u76395642,b30733957
u94342961,b97083995
u92854192,b82757636
u57645884,b58404382
u05995281,b75851389
u32186578,b42687771
u37849373,b41550515
u60092281,b13798173
u74324910,b29335901
u03368524,b01194020
u37384933,b36494030
u95309858,b46025192
u62305048,b44198977
u42200370,b79619792
u62020653,b90312972
u89864876,b86609689
u72295004,b59845564
u26624423,b34286893
u22484954,b61372131
u42466222,b61885569
u07706109,b34953904
u94454195,b95023786
u24814590,b21674268
u26435877,b07885993
u18340817,b82757636
u17578542,b80687283
u24235352,b16741872
u94514601,b67474210
u34611625,b19184695
u49389451,b52251630
u56520597,b67049834
u63267682,b46064947
u23872930,b31366439
u20236028,b42439813
u29814746,b75608185
u23083887,b90122964
u16173129,b79815294
u26989764,b74225980
u49000362,b86788370
u38369958,b94383697
u09506025,b41715593
u89430541,b88136526
u13564969,b09123950
u23536136,b30494145
u25680174,b79210257
u26117410,b33699537
u90404463,b86769740
u23208727,b75489513
u93956719,b62008180
u82944708,b24915312
u59838405,b92820276
u44476914,b20830788
u99117226,b90174434
u22363483,b97219866
u98921110,b24365008
u52827881,b95995217
u83956470,b42839996
u93498074,b54174734
u21541378,b60363174
u89580256,b50967411
u69973578,b02688310
u57539114,b22050161
u54360171,b20830788
u90499750,b13483523
u66999227,b61975877
u30427955,b05289257
u39796440,b65816300
u79791816,b00553199
u80165823,b03964990
u71283460,b87403363
u74239087,b84319928
u62743148,b39696061
u81084340,b85405207
u77798614,b89863217
u39265208,b82641467
u58067359,b64507769
u59803582,b14689682
u03804840,b45222127
u87624748,b85321421
u20590651,b51573020
u91795648,b29802159
u22847065,b25491043
u62647861,b67584295
u58490707,b19103516
u51407711,b72782535
u17100616,b37889001
u02255082,b48204007
u43066820,b24751294
u64468974,b15847411
u52376860,b33781701
u13050014,b56386536
u22034128,b30331659
u79791816,b19979845
u74813340,b39664275
u95255205,b77508650
u66722835,b10260562
u31913916,b84098191
u94111685,b78275112
u56864325,b84770798
u49892026,b36483370
u33967982,b15722276
u14802767,b72059663
u61006394,b56466462
u50456484,b52503900
u35898699,b31821160
u57611935,b09049778
u51076087,b25667051
u35327135,b29392448
u15407727,b09123950
u73869827,b53713289
u56827634,b66908318
u77542260,b33375918
u45244247,b60806842
u21992632,b69804449
u17578542,b33989802
u74718405,b19867465
u04908786,b18630088
u24668625,b02562594
u72989266,b62223240
u98649733,b99570453
u33286991,b81969933
u14543320,b29751550
u54296143,b32218292
u25074463,b55677900
u96261712,b81587996
u44474813,b54313457
u76241556,b21209766
u92630863,b13298774
u68109356,b52929604
u19176508,b65558862
u94292631,b47990473
u36472940,b41341679
u81293080,b15688485
u02766260,b30188578
u84425802,b14547631
u14724197,b20755858
u06592984,b72243003
u57756238,b25649279
u81543765,b75511430
u56302233,b34239198
u46192389,b43943356
u56899445,b82711202
u40300755,b16689742
u82837145,b10340684
u04846941,b69857262
u36000420,b85593215
u58689829,b24682287
u93390544,b92260212
u65371311,b61372131
u41724815,b60157712
u23955115,b56939495
u01162279,b79253970
u60408200,b25097462
u37296160,b84502187
u01897010,b61292623
u38527712,b29576446
u82416955,b66132701
u69809602,b02496048
u18431020,b97177380
u84659559,b84098191
u99830224,b93625021
u47363744,b93745301
u69767558,b54597883
u19282635,b03370511
u56462594,b07925447
u46022094,b23965963
u20151217,b74821603
u57539114,b25745524
u17578542,b82194945
u26949491,b56751792
u45767255,b32304104
u74850751,b42125449
u97565967,b61677779
u45232796,b75706553
u22047434,b15869276
u10857286,b18562445
u91319080,b75562538
u62064722,b85321421
u73763345,b74099292
u47062621,b85462814
u01138898,b33975682
u68732938,b70912031
u25952793,b82056709
u00495523,b81165148
u85401916,b19285286
u86246372,b37548208
u09488174,b51534871
u22960284,b45868107
u23786279,b54860296
u57624393,b23029053
u54798540,b71229776
u80023787,b64539338
u82027049,b88317943
u77961926,b20231888
u19478368,b09776448
u45271774,b17244552
u51578155,b64671267
u39140454,b48813781
u25263508,b23461395
u05271422,b16576131
u87327822,b74821603
u91367050,b33565960
u31426959,b68787383
u18614155,b34261873
u79844819,b88263678
u62888057,b16199206
u94201910,b67584295
u29402137,b22475341
u42177790,b08777701
u52591931,b50284484
u58594298,b99762967
u05387553,b12151882
u59554756,b63721105
u46427161,b82148195
u86606602,b83192707
u26486471,b77675822
u51490349,b51791070
u64836993,b43253694
u46429470,b42760665
u18692953,b76573886
u09933239,b51986837
u94851962,b08349503
u41232680,b58821782
u06728914,b29381261
u19513372,b29576446
u28904347,b44745371
u37607841,b58230280
u23137128,b22409558
u59889044,b72545062
u51720720,b84395187
u42591008,b73029799
u36206832,b68580972
u24906290,b97897718
u17578542,b33182755
u87180734,b37706230
u33479606,b30448324
u69930841,b95822040
u56121255,b10567312
u14754584,b91332766
u15718132,b11179371
u70639429,b50817976
u29820423,b23482469
u18096476,b65629315
u06549812,b58821782
u34367497,b84216708
u43120423,b62592241
u65426292,b40965294
u21114703,b83250696
u06770464,b83818242
u51584990,b62927009
u48388976,b00381301
u46163037,b15218884
u80916515,b83003028
u06298421,b92260320
u82509305,b26003550
u77460983,b18056133
u01801081,b52428602
u34367497,b89485318
u13589971,b31362596
u31426959,b91747034
u66212165,b87487134
u25080664,b77533075
u21937656,b77597364
u21083857,b00278122
u56457469,b78580540
u65320942,b12081050
u20872680,b81841546
u03063924,b06585376
u17824029,b17741315
u60659511,b29422431
u17377815,b55420143
u01800405,b98430543
u72759841,b74443023
u91486437,b80603263
u25005896,b44387119
u40406655,b79601676
u63653998,b28981063
u19523050,b49494082
u58044618,b09101227
u60256387,b28293389
u78101087,b17585340
u29860189,b28190473
u72392993,b82679092
u36240429,b08166228
u06086244,b41451971
u92167303,b68504138
u36744906,b14160521
u12460101,b93284084
u10395592,b62332011
u76988304,b59160580
u13072446,b18610759
u46915701,b78457511
u17115421,b07559364
u63043547,b52741866
u87890389,b70849527
u05455335,b76988614
u70168826,b99513977
u25039319,b40598851
u01463341,b07762758
u53282262,b76713648
u35898699,b12486897
u68343570,b08545824
u80710593,b70155045
u74807663,b70737430
u15912081,b52842739
u16870965,b03056785
u50839870,b66664015
u01138898,b79619792
u03363697,b08306682
u59035846,b62815902
u30822497,b19703821
u07777171,b80596289
u27398174,b84394767
u81661432,b53545849
u41236627,b21345256
u34315369,b99145398
u72178826,b41503394
u48132788,b37096482
u89232821,b52172141
u37277743,b17875158
u10665625,b80596244
u14169848,b75075370
u93110340,b93745301
u46983279,b52455485
u36121667,b84502187
u81841666,b42373487
u22387175,b07812624
u97847714,b35202318
u65083687,b20830788
u92899534,b68957069
u64836993,b78180005
u74164778,b32218292
u27985734,b18595410
u63018662,b65629315
u86454011,b22226947
u54593551,b98552397
u54879215,b75511430
u35625427,b41793561
u25221280,b14127810
u52506216,b23100799
u59035846,b50384790
u44932224,b00278122
u01510669,b62325202
u29655014,b38030355
u75834612,b22348421
u17747950,b72852075
u23359243,b80631188
u32683832,b28482269
u84473749,b49553867
u93962708,b61904262
u84762607,b53813950
u18502177,b68333766
u49581960,b71381724
u98576989,b06949973
u25866990,b42547638
u83237396,b29738200
u52202997,b60500282
u25541027,b36030424
u73026153,b47225842
u89999370,b93402493
u08239431,b62181786
u41245991,b62670070
u00800983,b42567781
u68700969,b73703618
u56696518,b88684256
u01680080,b79816155
u13186809,b67360365
u70107026,b52227953
u91059438,b78161901
u03774806,b18562445
u33669258,b63652115
u58785485,b31259442
u94695888,b66664015
u60742062,b71090799
u42731453,b01261072
u20147182,b61367663
u74324910,b36297650
u69952701,b31362596
u08550377,b46074882
u55466432,b55111127
u20394267,b26688492
u66386782,b83124878
u19282635,b48343969
u01030694,b96714327
u53795404,b26845793
u97610179,b84521557
u58447247,b86966795
u33764056,b52503900
u88903696,b05273419
u10090827,b96432226
u12291646,b43814448
u02029751,b60484296
u25175469,b94505837
u16006774,b66067490
u14162094,b85680306
u64609686,b63603925
u50517533,b94447912
u63866223,b81651581
u58705457,b58139174
u77791965,b78008834
u67389435,b42934223
u90152363,b90166159
u55537243,b47965165
u34446517,b80730613
u88324127,b32974421
u81872730,b74214703
u74967538,b42749067
u32377455,b04068168
u44938643,b73525767
u18032465,b18713118
u43270853,b07577205
u78952668,b19867465
u59070515,b96990898
u03028767,b29505914
u30941279,b12442287
u98483112,b26540924
u22363483,b19139371
u98444003,b14145641
u27621971,b89230504
u82580769,b09049778
u47241606,b11065084
u77251216,b26628253
u76769289,b97083995
u52982692,b91758795
u40637866,b73733655
u19714397,b90840036
u99463105,b65375958
u97694845,b00381301
u63378736,b38525435
u80037582,b50522749
u96565884,b78180005
u56607009,b68095123
u92785783,b17525719
u16845585,b40451281
u12572180,b87010408
u42842009,b26203592
u23593217,b62325202
u47373151,b34969157
u37146560,b52580354
u03063469,b16404249
u31797171,b82664640
u10029113,b72005521
u41093235,b17326348
u89616697,b75393483
u73201889,b60408189
u02529711,b49740475
u46939128,b23457095
u52553170,b92631370
u41880483,b87263910
u30048766,b01153970
u66542361,b90893106
u39774237,b41528340
u30407176,b17244552
u31260558,b04797457
u72295004,b37561328
u33230237,b51375738
u72175536,b07327816
u15369054,b10396782
u36958270,b50102797
u41694816,b01308420
u09276918,b71606543
u56869237,b85714971
u90286635,b36742728
u01378934,b62188648
u10759421,b37365730
u16968302,b76254425
u70104105,b92786275
u48759176,b27289602
u45856961,b31940706
u15038484,b09777918
u78983467,b84319928
u51753276,b44615453
u06764569,b84511533
u28163905,b99343396
u34378240,b07289937
u41390194,b63652115
u21610895,b39029282
u97428867,b12162096
u78910637,b78768152
u16160551,b86376623
u12535744,b90724246
u07983137,b97533004
u16739381,b13298774
u93432871,b07812624
u13544838,b78990759
u57931849,b35328167
u26474410,b70912031
u56456253,b95130898
u22645090,b95128552
u83180798,b09345356
u77624384,b35020640
u49388622,b33733144
u49615682,b04739421
u72867780,b21120227
u66186649,b77342401
u18532995,b78430581
u24499403,b65375958
u32439021,b48672624
u52015880,b36312601
u60645427,b71794852
u23755025,b45292492
u22666459,b81210317
u05055225,b25413123
u96204671,b51164508
u81381807,b83705852
u64704333,b75817040
u06334819,b34677054
u12360164,b97218983
u37089385,b42977080
u91117180,b18488506
u52252935,b05487017
u47850944,b90614996
u97715776,b62486692
u19436747,b46484029
u56494158,b57631671
u74550194,b95835140
u55940350,b94447912
u05187443,b32432906
u16263572,b56466462
u50590823,b08846783
u17581034,b17652650
u94448754,b29243860
u89991218,b73261629
u99447708,b39837030
u21054426,b40089638
u90365832,b50453414
u07126034,b34345328
u75084360,b40598851
u62742755,b22251914
u78841304,b86830137
u10441070,b07666694
u25115908,b18196839
u37076703,b85866176
u47390798,b29391503
u48333657,b82148195
u35382489,b58821782
u52252935,b53545849
u31163427,b26328146
u51887699,b80632364
u84999389,b47027276
u14802767,b92598217
u84238659,b68095123
u09902033,b53423202
u16868890,b69089192
u29042194,b29802159
u83889419,b61005749
u41539817,b33298668
u18498759,b42634152
u30627977,b30342653
u06687144,b47831110
u73758062,b93418350
u12668296,b34641723
u13875751,b10061501
u16950710,b15218884
u52624861,b49709344
u81293080,b85416756
u49102671,b74719888
u81769131,b13055413
u77796272,b53097857
u95309858,b15937998
u49102671,b66261719
u58044908,b59173418
u71275684,b29305846
u10719083,b25020940
u38308121,b86843272
u84477237,b54781444
u68511836,b26783178
u77013486,b72860992
u53619197,b71994250
u55135062,b93472696
u01994828,b29998162
u69809602,b41208156
u11697431,b72547347
u91210006,b93745301
u23717959,b76560776
u97487031,b62474102
u25130436,b65754390
u71125128,b98581094
u32817583,b69294942
u15552475,b34466452
u43453454,b28995195
u41845426,b98256804
u64076044,b98545244
u26554418,b07896177
u27778655,b19822827
u99393200,b95800909
u07863887,b70912031
u46697175,b47679422
u52670788,b37880686
u84257148,b94438753
u48854466,b25825652
u40404575,b80754115
u99071842,b26138336
u41239502,b28482269
u43066820,b46557367
u72463811,b20997650
u96544924,b85901970
u55225111,b14851731
u37296160,b27676757
u94418860,b31988440
u79993549,b17618752
u66633886,b38730188
u08292717,b36527269
u29110876,b19867465
u26056926,b69989437
u92134278,b80531041
u09967384,b33243384
u03876907,b60669252
u36405095,b86376623
u15334446,b28661214
u99393200,b08642455
u50586314,b09223715
u34286784,b51078889
u97438141,b25015986
u21218417,b61541409
u98576989,b02353817
u31243877,b60111874
u08968174,b92111733
u30994667,b37657413
u93676089,b70462009
u44519787,b49387759
u27691210,b38446717
u83491847,b66664015
u44476914,b65332935
u75610069,b12962230
u18307554,b54242606
u78174989,b04670119
u27704644,b25044151
u41495070,b61230710
u13437198,b90174434
u43925356,b36537449
u61388785,b63603925
u67297906,b28392599
u98462343,b62202095
u61679916,b71399591
u62732205,b77708719
u40403672,b79928088
u50418565,b00525842
u74138903,b99660372
u98117389,b06073707
u30634133,b37068431
u81350011,b18469261
u60197618,b38423888
u21476770,b04384885
u36670987,b56105038
u78294727,b78447008
u14840127,b60823162
u51202021,b42839996
u38226137,b86763538
u78590143,b71904117
u61013786,b97696790
u32930395,b93745301
u90609631,b94454893
u96544924,b07311339
u52400821,b02880533
u20031403,b19867465
u38835689,b21557753
u31751774,b37507128
u36219718,b97397318
u10324691,b20344104
u49969463,b08004121
u14973722,b38905954
u31023549,b19814553
u31441532,b12674597
u72684049,b91712126
u84138600,b14547631
u12587797,b40615505
u76790870,b25785028
u74550194,b41396658
u24830516,b10567312
u78188820,b12151882
u27430630,b32233128
u51288595,b54860296
u64322464,b76040943
u30069721,b24063603
u31008090,b77075271
u87844233,b08916036
u43062944,b56235815
u87799363,b00722811
u35247431,b11179371
u99124063,b64609180
u69952701,b94263614
u10957225,b97240424
u82878248,b26895254
u72389427,b93745301
u47101856,b45742756
u80037582,b77136574
u13804863,b57648353
u73363481,b77813452
